character,character_id,cooldown,cost,id,multiplayer_hook,name,onfoot_effect,slot,status,tags,unlock,vehicle_effect
Siofra Nhal,char_siofra,0,keine,ab_char_siofra_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Siofras Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt praezise, lauernd, organisch.",basic,Harzbindung,"[""Ranger / Fallenbinderin"", ""Harzbindung""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Siofra Nhal,char_siofra,4,keine,ab_char_siofra_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Siofras Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt praezise, lauernd, organisch.",heavy,Harzbindung,"[""Ranger / Fallenbinderin"", ""Harzbindung""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Siofra Nhal,char_siofra,8,1 Fokus,ab_char_siofra_skill_1,"Wenn ein zweiter Spieler waehrend Namenspfeil ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Namenspfeil,"Namenspfeil ist eine Kerntechnik fuer Ranger / Fallenbinderin: sie setzt Harzbindung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Harzbindung,"[""Wurzelwald Nhal"", ""Harzbindung"", ""onfoot""]",Kapitel 3: Der Wald vergisst / Bindung 1,"Im Moorkaefer wird Namenspfeil als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Siofra Nhal,char_siofra,12,2 Fokus,ab_char_siofra_skill_2,"Wenn ein zweiter Spieler waehrend Wurzelfalle ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Wurzelfalle,"Wurzelfalle ist eine Kerntechnik fuer Ranger / Fallenbinderin: sie setzt Harzbindung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Harzbindung,"[""Wurzelwald Nhal"", ""Harzbindung"", ""onfoot""]",Kapitel 3: Der Wald vergisst / Bindung 1,"Im Moorkaefer wird Wurzelfalle als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Siofra Nhal,char_siofra,16,1 Resonanz,ab_char_siofra_skill_3,"Wenn ein zweiter Spieler waehrend Moosmantel ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Moosmantel,"Moosmantel ist eine Kerntechnik fuer Ranger / Fallenbinderin: sie setzt Harzbindung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Harzbindung,"[""Wurzelwald Nhal"", ""Harzbindung"", ""onfoot""]",Kapitel 3: Der Wald vergisst / Bindung 2,"Im Moorkaefer wird Moosmantel als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Siofra Nhal,char_siofra,20,2 Resonanz,ab_char_siofra_skill_4,"Wenn ein zweiter Spieler waehrend Chor der Dornen ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Chor der Dornen,"Chor der Dornen ist eine Kerntechnik fuer Ranger / Fallenbinderin: sie setzt Harzbindung ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Harzbindung,"[""Wurzelwald Nhal"", ""Harzbindung"", ""onfoot""]",Kapitel 3: Der Wald vergisst / Bindung 3,"Im Moorkaefer wird Chor der Dornen als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Siofra Nhal,char_siofra,90,volle Resonanz,ab_char_siofra_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Der Wald nennt dich,"Ultimative Charaktertechnik: Der Wald nennt dich verwandelt den persoenlichen Konflikt von Siofra Nhal in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Harzbindung,"[""ultimate"", ""Harzbindung""]",Bindung 3 oder Story-Schluessel fuer Siofra Nhal,"Im Fahrzeug loest Der Wald nennt dich einen Signatur-Overdrive des Moorkaefer aus, inklusive Spezialkamera und Teamfenster."
Siofra Nhal,char_siofra,0,passiv,ab_char_siofra_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Siofra Nhals Thema 'Namen, Erinnerung, Naturresonanz' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Harzbindung und Dialog-/Questloesungen.",passive_1,Harzbindung,"[""passive""]",Talentreihe 1,"Gibt dem Moorkaefer einen kleinen, aber buildpraegenden Bonus."
Siofra Nhal,char_siofra,0,passiv,ab_char_siofra_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Siofra Nhals Thema 'Namen, Erinnerung, Naturresonanz' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Harzbindung und Dialog-/Questloesungen.",passive_2,Harzbindung,"[""passive""]",Talentreihe 2,"Gibt dem Moorkaefer einen kleinen, aber buildpraegenden Bonus."
Siofra Nhal,char_siofra,0,passiv,ab_char_siofra_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Siofra Nhals Thema 'Namen, Erinnerung, Naturresonanz' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Harzbindung und Dialog-/Questloesungen.",passive_3,Harzbindung,"[""passive""]",Talentreihe 3,"Gibt dem Moorkaefer einen kleinen, aber buildpraegenden Bonus."
Siofra Nhal,char_siofra,10,Hitze 20,ab_char_siofra_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Sumpfgriff,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Harzbindung,"[""vehicle"", ""Bio-Crawler"", ""Harzbindung""]",Moorkaefer Modulstufe 1,"Sumpfgriff ist die Signaturtechnik des Moorkaefer (Bio-Crawler). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Siofra Nhal,char_siofra,18,Hitze 35,ab_char_siofra_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Sporenwolke,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Harzbindung,"[""vehicle"", ""Bio-Crawler"", ""Harzbindung""]",Moorkaefer Modulstufe 2,"Sporenwolke ist die Signaturtechnik des Moorkaefer (Bio-Crawler). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Siofra Nhal,char_siofra,30,Resonanzkern,ab_char_siofra_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Herzwurzelzug,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Harzbindung,"[""vehicle"", ""Bio-Crawler"", ""Harzbindung""]",Moorkaefer Modulstufe 3,"Herzwurzelzug ist die Signaturtechnik des Moorkaefer (Bio-Crawler). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Brannok Reef,char_brannok,0,keine,ab_char_brannok_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Brannoks Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt schwer, laut, brutal ehrlich.",basic,Tiefenruf,"[""Bruiser / Harpunierer"", ""Tiefenruf""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Brannok Reef,char_brannok,4,keine,ab_char_brannok_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Brannoks Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt schwer, laut, brutal ehrlich.",heavy,Tiefenruf,"[""Bruiser / Harpunierer"", ""Tiefenruf""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Brannok Reef,char_brannok,8,1 Fokus,ab_char_brannok_skill_1,"Wenn ein zweiter Spieler waehrend Harpunenwurf ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Harpunenwurf,"Harpunenwurf ist eine Kerntechnik fuer Bruiser / Harpunierer: sie setzt Tiefenruf ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Tiefenruf,"[""Eisenbrandkueste"", ""Tiefenruf"", ""onfoot""]",Kapitel 4: Die Glocke unter der Brandung / Bindung 1,"Im Riffbrecher wird Harpunenwurf als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Brannok Reef,char_brannok,12,2 Fokus,ab_char_brannok_skill_2,"Wenn ein zweiter Spieler waehrend Ankerkonter ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Ankerkonter,"Ankerkonter ist eine Kerntechnik fuer Bruiser / Harpunierer: sie setzt Tiefenruf ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Tiefenruf,"[""Eisenbrandkueste"", ""Tiefenruf"", ""onfoot""]",Kapitel 4: Die Glocke unter der Brandung / Bindung 1,"Im Riffbrecher wird Ankerkonter als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Brannok Reef,char_brannok,16,1 Resonanz,ab_char_brannok_skill_3,"Wenn ein zweiter Spieler waehrend Sturmtritt ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Sturmtritt,"Sturmtritt ist eine Kerntechnik fuer Bruiser / Harpunierer: sie setzt Tiefenruf ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Tiefenruf,"[""Eisenbrandkueste"", ""Tiefenruf"", ""onfoot""]",Kapitel 4: Die Glocke unter der Brandung / Bindung 2,"Im Riffbrecher wird Sturmtritt als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Brannok Reef,char_brannok,20,2 Resonanz,ab_char_brannok_skill_4,"Wenn ein zweiter Spieler waehrend Riffspalter ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Riffspalter,"Riffspalter ist eine Kerntechnik fuer Bruiser / Harpunierer: sie setzt Tiefenruf ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Tiefenruf,"[""Eisenbrandkueste"", ""Tiefenruf"", ""onfoot""]",Kapitel 4: Die Glocke unter der Brandung / Bindung 3,"Im Riffbrecher wird Riffspalter als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Brannok Reef,char_brannok,90,volle Resonanz,ab_char_brannok_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Die Glocke antwortet,"Ultimative Charaktertechnik: Die Glocke antwortet verwandelt den persoenlichen Konflikt von Brannok Reef in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Tiefenruf,"[""ultimate"", ""Tiefenruf""]",Bindung 3 oder Story-Schluessel fuer Brannok Reef,"Im Fahrzeug loest Die Glocke antwortet einen Signatur-Overdrive des Riffbrecher aus, inklusive Spezialkamera und Teamfenster."
Brannok Reef,char_brannok,0,passiv,ab_char_brannok_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Brannok Reefs Thema 'Bruder, Sturm, Arbeiterzorn' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Tiefenruf und Dialog-/Questloesungen.",passive_1,Tiefenruf,"[""passive""]",Talentreihe 1,"Gibt dem Riffbrecher einen kleinen, aber buildpraegenden Bonus."
Brannok Reef,char_brannok,0,passiv,ab_char_brannok_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Brannok Reefs Thema 'Bruder, Sturm, Arbeiterzorn' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Tiefenruf und Dialog-/Questloesungen.",passive_2,Tiefenruf,"[""passive""]",Talentreihe 2,"Gibt dem Riffbrecher einen kleinen, aber buildpraegenden Bonus."
Brannok Reef,char_brannok,0,passiv,ab_char_brannok_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Brannok Reefs Thema 'Bruder, Sturm, Arbeiterzorn' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Tiefenruf und Dialog-/Questloesungen.",passive_3,Tiefenruf,"[""passive""]",Talentreihe 3,"Gibt dem Riffbrecher einen kleinen, aber buildpraegenden Bonus."
Brannok Reef,char_brannok,10,Hitze 20,ab_char_brannok_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Bugramme,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Tiefenruf,"[""vehicle"", ""Rammbastion"", ""Tiefenruf""]",Riffbrecher Modulstufe 1,"Bugramme ist die Signaturtechnik des Riffbrecher (Rammbastion). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Brannok Reef,char_brannok,18,Hitze 35,ab_char_brannok_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Kettenharpune,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Tiefenruf,"[""vehicle"", ""Rammbastion"", ""Tiefenruf""]",Riffbrecher Modulstufe 2,"Kettenharpune ist die Signaturtechnik des Riffbrecher (Rammbastion). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Brannok Reef,char_brannok,30,Resonanzkern,ab_char_brannok_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Brandungswalze,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Tiefenruf,"[""vehicle"", ""Rammbastion"", ""Tiefenruf""]",Riffbrecher Modulstufe 3,"Brandungswalze ist die Signaturtechnik des Riffbrecher (Rammbastion). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Edda Falkenlicht,char_edda,0,keine,ab_char_edda_basic,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Eddas Grundkette,"Schnelle Standardkombo, die Ressourcen erzeugt und den Charakterrhythmus lehrt. Spielt standhaft, taktisch, ehrenhart.",basic,Eidmarke,"[""Tank / Bannstandarte"", ""Eidmarke""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Edda Falkenlicht,char_edda,4,keine,ab_char_edda_heavy,Erzeugt ein kurzes Synergie-Fenster fuer naechste Duo-Technik.,Eddas Brecher,"Langsamer, schwerer Treffer mit hohem Haltungs- und Fahrzeugpanzer-Schaden. Spielt standhaft, taktisch, ehrenhart.",heavy,Eidmarke,"[""Tank / Bannstandarte"", ""Eidmarke""]",Start,"Im Fahrzeug als kurzer Modul-Impuls ausgefuehrt, ohne den Fahrfluss zu stoppen."
Edda Falkenlicht,char_edda,8,1 Fokus,ab_char_edda_skill_1,"Wenn ein zweiter Spieler waehrend Bannstandarte ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Bannstandarte,"Bannstandarte ist eine Kerntechnik fuer Tank / Bannstandarte: sie setzt Eidmarke ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Eidmarke,"[""Hochkamm der Eidwacht"", ""Eidmarke"", ""onfoot""]",Kapitel 5: Falken ohne Himmel / Bindung 1,"Im Eidpanzer wird Bannstandarte als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Edda Falkenlicht,char_edda,12,2 Fokus,ab_char_edda_skill_2,"Wenn ein zweiter Spieler waehrend Falkenhieb ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Falkenhieb,"Falkenhieb ist eine Kerntechnik fuer Tank / Bannstandarte: sie setzt Eidmarke ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Eidmarke,"[""Hochkamm der Eidwacht"", ""Eidmarke"", ""onfoot""]",Kapitel 5: Falken ohne Himmel / Bindung 1,"Im Eidpanzer wird Falkenhieb als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Edda Falkenlicht,char_edda,16,1 Resonanz,ab_char_edda_skill_3,"Wenn ein zweiter Spieler waehrend Schildschwur ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Schildschwur,"Schildschwur ist eine Kerntechnik fuer Tank / Bannstandarte: sie setzt Eidmarke ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Eidmarke,"[""Hochkamm der Eidwacht"", ""Eidmarke"", ""onfoot""]",Kapitel 5: Falken ohne Himmel / Bindung 2,"Im Eidpanzer wird Schildschwur als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Edda Falkenlicht,char_edda,20,2 Resonanz,ab_char_edda_skill_4,"Wenn ein zweiter Spieler waehrend Urteilslinie ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Urteilslinie,"Urteilslinie ist eine Kerntechnik fuer Tank / Bannstandarte: sie setzt Eidmarke ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Eidmarke,"[""Hochkamm der Eidwacht"", ""Eidmarke"", ""onfoot""]",Kapitel 5: Falken ohne Himmel / Bindung 3,"Im Eidpanzer wird Urteilslinie als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Edda Falkenlicht,char_edda,90,volle Resonanz,ab_char_edda_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Haus ohne Herren,"Ultimative Charaktertechnik: Haus ohne Herren verwandelt den persoenlichen Konflikt von Edda Falkenlicht in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Eidmarke,"[""ultimate"", ""Eidmarke""]",Bindung 3 oder Story-Schluessel fuer Edda Falkenlicht,"Im Fahrzeug loest Haus ohne Herren einen Signatur-Overdrive des Eidpanzer aus, inklusive Spezialkamera und Teamfenster."
Edda Falkenlicht,char_edda,0,passiv,ab_char_edda_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Edda Falkenlichts Thema 'Adel, Pflicht, Gerechtigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Eidmarke und Dialog-/Questloesungen.",passive_1,Eidmarke,"[""passive""]",Talentreihe 1,"Gibt dem Eidpanzer einen kleinen, aber buildpraegenden Bonus."
Edda Falkenlicht,char_edda,0,passiv,ab_char_edda_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Edda Falkenlichts Thema 'Adel, Pflicht, Gerechtigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Eidmarke und Dialog-/Questloesungen.",passive_2,Eidmarke,"[""passive""]",Talentreihe 2,"Gibt dem Eidpanzer einen kleinen, aber buildpraegenden Bonus."
Edda Falkenlicht,char_edda,0,passiv,ab_char_edda_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Edda Falkenlichts Thema 'Adel, Pflicht, Gerechtigkeit' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Eidmarke und Dialog-/Questloesungen.",passive_3,Eidmarke,"[""passive""]",Talentreihe 3,"Gibt dem Eidpanzer einen kleinen, aber buildpraegenden Bonus."
Edda Falkenlicht,char_edda,10,Hitze 20,ab_char_edda_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Eidschild,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Eidmarke,"[""vehicle"", ""Konvoi-Schild"", ""Eidmarke""]",Eidpanzer Modulstufe 1,"Eidschild ist die Signaturtechnik des Eidpanzer (Konvoi-Schild). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Edda Falkenlicht,char_edda,18,Hitze 35,ab_char_edda_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Konvoiwand,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Eidmarke,"[""vehicle"", ""Konvoi-Schild"", ""Eidmarke""]",Eidpanzer Modulstufe 2,"Konvoiwand ist die Signaturtechnik des Eidpanzer (Konvoi-Schild). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
