character,character_id,cost,database_note,drawback,effect,id,name,tier,unlock
Siofra Nhal,char_siofra,20 Laternenfunken,"Pflichtknoten fuer Builds, die Ranger / Fallenbinderin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Siofra Nhals Harzbindung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Wurzelwald Nhal.",up_char_siofra_12,Schicksalswahl B: Siofra,4,Level 24 oder Bindung 4
Brannok Reef,char_brannok,3 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_01,Taktischer Einstieg: Brannok,1,Level 2 oder Bindung 1
Brannok Reef,char_brannok,4 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_02,Sicherer Rhythmus: Brannok,1,Level 4 oder Bindung 1
Brannok Reef,char_brannok,5 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_03,Statusmeisterschaft: Brannok,1,Level 6 oder Bindung 1
Brannok Reef,char_brannok,8 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_04,Riskanter Vorteil: Brannok,2,Level 8 oder Bindung 2
Brannok Reef,char_brannok,9 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_05,Fahrzeugkopplung: Brannok,2,Level 10 oder Bindung 2
Brannok Reef,char_brannok,10 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_06,Companion-Callout: Brannok,2,Level 12 oder Bindung 2
Brannok Reef,char_brannok,13 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_07,Regionale Praxis: Brannok,3,Level 14 oder Bindung 3
Brannok Reef,char_brannok,14 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_08,Signaturmod: Brannok,3,Level 16 oder Bindung 3
Brannok Reef,char_brannok,15 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_09,Meisterschaftsknoten: Brannok,3,Level 18 oder Bindung 3
Brannok Reef,char_brannok,18 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_10,Koop-Resonanz: Brannok,4,Level 20 oder Bindung 4
Brannok Reef,char_brannok,19 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_11,Schicksalswahl A: Brannok,4,Level 22 oder Bindung 4
Brannok Reef,char_brannok,20 Laternenfunken,"Pflichtknoten fuer Builds, die Bruiser / Harpunierer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Brannok Reefs Tiefenruf-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_brannok_12,Schicksalswahl B: Brannok,4,Level 24 oder Bindung 4
Edda Falkenlicht,char_edda,3 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_01,Taktischer Einstieg: Edda,1,Level 2 oder Bindung 1
Edda Falkenlicht,char_edda,4 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_02,Sicherer Rhythmus: Edda,1,Level 4 oder Bindung 1
Edda Falkenlicht,char_edda,5 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_03,Statusmeisterschaft: Edda,1,Level 6 oder Bindung 1
Edda Falkenlicht,char_edda,8 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_04,Riskanter Vorteil: Edda,2,Level 8 oder Bindung 2
Edda Falkenlicht,char_edda,9 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_05,Fahrzeugkopplung: Edda,2,Level 10 oder Bindung 2
Edda Falkenlicht,char_edda,10 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_06,Companion-Callout: Edda,2,Level 12 oder Bindung 2
Edda Falkenlicht,char_edda,13 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_07,Regionale Praxis: Edda,3,Level 14 oder Bindung 3
Edda Falkenlicht,char_edda,14 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_08,Signaturmod: Edda,3,Level 16 oder Bindung 3
Edda Falkenlicht,char_edda,15 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_09,Meisterschaftsknoten: Edda,3,Level 18 oder Bindung 3
Edda Falkenlicht,char_edda,18 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_10,Koop-Resonanz: Edda,4,Level 20 oder Bindung 4
Edda Falkenlicht,char_edda,19 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_11,Schicksalswahl A: Edda,4,Level 22 oder Bindung 4
Edda Falkenlicht,char_edda,20 Laternenfunken,"Pflichtknoten fuer Builds, die Tank / Bannstandarte mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Edda Falkenlichts Eidmarke-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm der Eidwacht.",up_char_edda_12,Schicksalswahl B: Edda,4,Level 24 oder Bindung 4
Kael Nhar,char_kael,3 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_01,Taktischer Einstieg: Kael,1,Level 2 oder Bindung 1
Kael Nhar,char_kael,4 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_02,Sicherer Rhythmus: Kael,1,Level 4 oder Bindung 1
Kael Nhar,char_kael,5 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_03,Statusmeisterschaft: Kael,1,Level 6 oder Bindung 1
Kael Nhar,char_kael,8 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_04,Riskanter Vorteil: Kael,2,Level 8 oder Bindung 2
Kael Nhar,char_kael,9 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_05,Fahrzeugkopplung: Kael,2,Level 10 oder Bindung 2
Kael Nhar,char_kael,10 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_06,Companion-Callout: Kael,2,Level 12 oder Bindung 2
Kael Nhar,char_kael,13 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_07,Regionale Praxis: Kael,3,Level 14 oder Bindung 3
Kael Nhar,char_kael,14 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_08,Signaturmod: Kael,3,Level 16 oder Bindung 3
Kael Nhar,char_kael,15 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_09,Meisterschaftsknoten: Kael,3,Level 18 oder Bindung 3
Kael Nhar,char_kael,18 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_10,Koop-Resonanz: Kael,4,Level 20 oder Bindung 4
Kael Nhar,char_kael,19 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_11,Schicksalswahl A: Kael,4,Level 22 oder Bindung 4
Kael Nhar,char_kael,20 Laternenfunken,"Pflichtknoten fuer Builds, die Assassin / Debuffer mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Kael Nhars Rostbruch-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Dunkelgrund.",up_char_kael_12,Schicksalswahl B: Kael,4,Level 24 oder Bindung 4
Oren Vale,char_oren,3 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_01,Taktischer Einstieg: Oren,1,Level 2 oder Bindung 1
Oren Vale,char_oren,4 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_02,Sicherer Rhythmus: Oren,1,Level 4 oder Bindung 1
Oren Vale,char_oren,5 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_03,Statusmeisterschaft: Oren,1,Level 6 oder Bindung 1
Oren Vale,char_oren,8 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_04,Riskanter Vorteil: Oren,2,Level 8 oder Bindung 2
Oren Vale,char_oren,9 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_05,Fahrzeugkopplung: Oren,2,Level 10 oder Bindung 2
Oren Vale,char_oren,10 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_06,Companion-Callout: Oren,2,Level 12 oder Bindung 2
Oren Vale,char_oren,13 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_07,Regionale Praxis: Oren,3,Level 14 oder Bindung 3
Oren Vale,char_oren,14 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_08,Signaturmod: Oren,3,Level 16 oder Bindung 3
Oren Vale,char_oren,15 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_09,Meisterschaftsknoten: Oren,3,Level 18 oder Bindung 3
Oren Vale,char_oren,18 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_10,Koop-Resonanz: Oren,4,Level 20 oder Bindung 4
Oren Vale,char_oren,19 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_11,Schicksalswahl A: Oren,4,Level 22 oder Bindung 4
Oren Vale,char_oren,20 Laternenfunken,"Pflichtknoten fuer Builds, die Support / Heiler-Monk mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Oren Vales Wundlicht-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Hochkamm.",up_char_oren_12,Schicksalswahl B: Oren,4,Level 24 oder Bindung 4
