character,character_id,cost,database_note,drawback,effect,id,name,tier,unlock
Yara Kest,char_yara,3 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_01,Taktischer Einstieg: Yara,1,Level 2 oder Bindung 1
Yara Kest,char_yara,4 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_02,Sicherer Rhythmus: Yara,1,Level 4 oder Bindung 1
Yara Kest,char_yara,5 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_03,Statusmeisterschaft: Yara,1,Level 6 oder Bindung 1
Yara Kest,char_yara,8 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_04,Riskanter Vorteil: Yara,2,Level 8 oder Bindung 2
Yara Kest,char_yara,9 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_05,Fahrzeugkopplung: Yara,2,Level 10 oder Bindung 2
Yara Kest,char_yara,10 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_06,Companion-Callout: Yara,2,Level 12 oder Bindung 2
Yara Kest,char_yara,13 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_07,Regionale Praxis: Yara,3,Level 14 oder Bindung 3
Yara Kest,char_yara,14 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_08,Signaturmod: Yara,3,Level 16 oder Bindung 3
Yara Kest,char_yara,15 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_09,Meisterschaftsknoten: Yara,3,Level 18 oder Bindung 3
Yara Kest,char_yara,18 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_10,Koop-Resonanz: Yara,4,Level 20 oder Bindung 4
Yara Kest,char_yara,19 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_11,Schicksalswahl A: Yara,4,Level 22 oder Bindung 4
Yara Kest,char_yara,20 Laternenfunken,"Pflichtknoten fuer Builds, die Engineer / Drohnenkern mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Yara Kests Ueberladung-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Eisenbrandkueste.",up_char_yara_12,Schicksalswahl B: Yara,4,Level 24 oder Bindung 4
Neris Vael,char_neris,3 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_01,Taktischer Einstieg: Neris,1,Level 2 oder Bindung 1
Neris Vael,char_neris,4 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_02,Sicherer Rhythmus: Neris,1,Level 4 oder Bindung 1
Neris Vael,char_neris,5 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_03,Statusmeisterschaft: Neris,1,Level 6 oder Bindung 1
Neris Vael,char_neris,8 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_04,Riskanter Vorteil: Neris,2,Level 8 oder Bindung 2
Neris Vael,char_neris,9 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_05,Fahrzeugkopplung: Neris,2,Level 10 oder Bindung 2
Neris Vael,char_neris,10 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_06,Companion-Callout: Neris,2,Level 12 oder Bindung 2
Neris Vael,char_neris,13 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_07,Regionale Praxis: Neris,3,Level 14 oder Bindung 3
Neris Vael,char_neris,14 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_08,Signaturmod: Neris,3,Level 16 oder Bindung 3
Neris Vael,char_neris,15 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_09,Meisterschaftsknoten: Neris,3,Level 18 oder Bindung 3
Neris Vael,char_neris,18 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_10,Koop-Resonanz: Neris,4,Level 20 oder Bindung 4
Neris Vael,char_neris,19 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_11,Schicksalswahl A: Neris,4,Level 22 oder Bindung 4
Neris Vael,char_neris,20 Laternenfunken,"Pflichtknoten fuer Builds, die Echo-Mage / Opfermagie mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Neris Vaels Echohunger-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone/Wurzelwald.",up_char_neris_12,Schicksalswahl B: Neris,4,Level 24 oder Bindung 4
Velka Sturmtritt,char_velka,3 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_01,Taktischer Einstieg: Velka,1,Level 2 oder Bindung 1
Velka Sturmtritt,char_velka,4 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_02,Sicherer Rhythmus: Velka,1,Level 4 oder Bindung 1
Velka Sturmtritt,char_velka,5 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_03,Statusmeisterschaft: Velka,1,Level 6 oder Bindung 1
Velka Sturmtritt,char_velka,8 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_04,Riskanter Vorteil: Velka,2,Level 8 oder Bindung 2
Velka Sturmtritt,char_velka,9 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_05,Fahrzeugkopplung: Velka,2,Level 10 oder Bindung 2
Velka Sturmtritt,char_velka,10 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_06,Companion-Callout: Velka,2,Level 12 oder Bindung 2
Velka Sturmtritt,char_velka,13 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_07,Regionale Praxis: Velka,3,Level 14 oder Bindung 3
Velka Sturmtritt,char_velka,14 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_08,Signaturmod: Velka,3,Level 16 oder Bindung 3
Velka Sturmtritt,char_velka,15 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_09,Meisterschaftsknoten: Velka,3,Level 18 oder Bindung 3
Velka Sturmtritt,char_velka,18 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_10,Koop-Resonanz: Velka,4,Level 20 oder Bindung 4
Velka Sturmtritt,char_velka,19 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_11,Schicksalswahl A: Velka,4,Level 22 oder Bindung 4
Velka Sturmtritt,char_velka,20 Laternenfunken,"Pflichtknoten fuer Builds, die Lancer / Verfolgerin mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Velka Sturmtritts Sturmjagd-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Graumarsch/Eisenbrandkueste.",up_char_velka_12,Schicksalswahl B: Velka,4,Level 24 oder Bindung 4
Cyr Ohne Gestern,char_cyr,3 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_01,Taktischer Einstieg: Cyr,1,Level 2 oder Bindung 1
Cyr Ohne Gestern,char_cyr,4 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_02,Sicherer Rhythmus: Cyr,1,Level 4 oder Bindung 1
Cyr Ohne Gestern,char_cyr,5 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_03,Statusmeisterschaft: Cyr,1,Level 6 oder Bindung 1
Cyr Ohne Gestern,char_cyr,8 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_04,Riskanter Vorteil: Cyr,2,Level 8 oder Bindung 2
Cyr Ohne Gestern,char_cyr,9 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_05,Fahrzeugkopplung: Cyr,2,Level 10 oder Bindung 2
Cyr Ohne Gestern,char_cyr,10 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_06,Companion-Callout: Cyr,2,Level 12 oder Bindung 2
Cyr Ohne Gestern,char_cyr,13 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_07,Regionale Praxis: Cyr,3,Level 14 oder Bindung 3
Cyr Ohne Gestern,char_cyr,14 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_08,Signaturmod: Cyr,3,Level 16 oder Bindung 3
Cyr Ohne Gestern,char_cyr,15 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_09,Meisterschaftsknoten: Cyr,3,Level 18 oder Bindung 3
Cyr Ohne Gestern,char_cyr,18 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_10,Koop-Resonanz: Cyr,4,Level 20 oder Bindung 4
Cyr Ohne Gestern,char_cyr,19 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_11,Schicksalswahl A: Cyr,4,Level 22 oder Bindung 4
Cyr Ohne Gestern,char_cyr,20 Laternenfunken,"Pflichtknoten fuer Builds, die Adaptive / Formwechsel mit Vehicle Combat verbinden.","Keine reine Zahlensteigerung: der Knoten veraendert Timing, Risiko oder Teamnutzen.","Verbessert Cyr Ohne Gesterns Formschock-Spiel: mehr Kontrolle, sauberere Fahrzeugkopplung und ein zusaetzlicher Quest-/Dialog-Nutzen in Scherbenkrone.",up_char_cyr_12,Schicksalswahl B: Cyr,4,Level 24 oder Bindung 4
